video_name,frame_paths,frame_numbers,text_label,category_en,light_conditions,weather,scene,source_category,annotation_count,annotator_texts,fusion_mode
00608.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00608\pre_event\00608_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00608\pre_event\00608_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00608\pre_event\00608_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00608\pre_event\00608_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00608\pre_event\00608_pre_05.jpg,32|54|76|98|120,"Pay attention to the vehicle ahead because a sudden stop may lead to a collision It is daytime. The dashcam vehicle travels straight. The vehicle ahead brakes to a stop. The dashcam vehicle is rapidly approaching it. Multiple vehicles at a busy intersection near a JCPenney store. The left sedan merges into the ego-vehicle lane without signaling. The ego-vehicle brakes hard to avoid a collision. As the camera car drives straight ahead, the front vehicle suddenly stops; the gap becomes too short, creating rear-end collision risk. The video vehicle was traveling straight when the vehicle in front suddenly stopped, and the video vehicle, not maintaining a safe distance, continued forward, resulting in a collision. At an intersection, the dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Urban,8,6,"Pay attention to the vehicle ahead because a sudden stop may lead to a collision || It is daytime. The dashcam vehicle travels straight. The vehicle ahead brakes to a stop. The dashcam vehicle is rapidly approaching it. || Multiple vehicles at a busy intersection near a JCPenney store. The left sedan merges into the ego-vehicle lane without signaling. The ego-vehicle brakes hard to avoid a collision. || As the camera car drives straight ahead, the front vehicle suddenly stops; the gap becomes too short, creating rear-end collision risk. || The video vehicle was traveling straight when the vehicle in front suddenly stopped, and the video vehicle, not maintaining a safe distance, continued forward, resulting in a collision. || At an intersection, the dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",normalized
00023.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00023\pre_event\00023_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00023\pre_event\00023_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00023\pre_event\00023_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00023\pre_event\00023_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00023\pre_event\00023_pre_05.jpg,92|99|106|113|120,"Pay attention to the left blind spot and the intersection because a vehicle may suddenly appear and cause a collision While the dashcam vehicle merges into the main road, a black car suddenly pulls out from the side near a waiting car on the left and crashes into it. White pickup truck turning left at an intersection in front of the ego vehicle. The truck turns left while the ego vehicle accelerates into its path. The ego vehicle collides with the side of the turning truck. The dashcam vehicle enters the main road from a side direction near a main road, while a vehicle from the left moves right across its path, raising intersection collision risk. A car enters the main road going the wrong way as oncoming traffic approaches At an intersection, the dashcam vehicle is moving forward while a cutting-in or merging vehicle cuts in or changes lanes.",opposite-direction left-side collision conflict,Normal,Cloudy,Urban,2,6,"Pay attention to the left blind spot and the intersection because a vehicle may suddenly appear and cause a collision || While the dashcam vehicle merges into the main road, a black car suddenly pulls out from the side near a waiting car on the left and crashes into it. || White pickup truck turning left at an intersection in front of the ego vehicle. The truck turns left while the ego vehicle accelerates into its path. The ego vehicle collides with the side of the turning truck. || The dashcam vehicle enters the main road from a side direction near a main road, while a vehicle from the left moves right across its path, raising intersection collision risk. || A car enters the main road going the wrong way as oncoming traffic approaches || At an intersection, the dashcam vehicle is moving forward while a cutting-in or merging vehicle cuts in or changes lanes.",normalized
00626.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00626\pre_event\00626_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00626\pre_event\00626_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00626\pre_event\00626_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00626\pre_event\00626_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00626\pre_event\00626_pre_05.jpg,73|85|96|108|120,"Pay attention to the vehicle making a U-turn because it may lead to a collision It is daytime. The dashcam vehicle is stopped at the roadside, preparing to make a U-turn. An oncoming vehicle is also preparing to make a U-turn. Both vehicles brake in time and come to a stop, leaving a very small gap between them. Urban street with multiple vehicles, including a white sedan and an SUV. The white sedan abruptly merges into the ego-vehicle's lane without signaling. The ego-vehicle brakes hard to avoid a collision with the white sedan. The camera car makes a U-turn when an oncoming vehicle approaches the ego vehicle, leading to turning conflict risk. The dashcam vehicle collided with an oncoming vehicle while making a U-turn. On an urban road, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle brakes or stops suddenly.",opposite-direction frontal center collision conflict,Normal,Clear,Urban,3,6,"Pay attention to the vehicle making a U-turn because it may lead to a collision || It is daytime. The dashcam vehicle is stopped at the roadside, preparing to make a U-turn. An oncoming vehicle is also preparing to make a U-turn. Both vehicles brake in time and come to a stop, leaving a very small gap between them. || Urban street with multiple vehicles, including a white sedan and an SUV. The white sedan abruptly merges into the ego-vehicle's lane without signaling. The ego-vehicle brakes hard to avoid a collision with the white sedan. || The camera car makes a U-turn when an oncoming vehicle approaches the ego vehicle, leading to turning conflict risk. || The dashcam vehicle collided with an oncoming vehicle while making a U-turn. || On an urban road, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle brakes or stops suddenly.",normalized
00244.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00244\pre_event\00244_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00244\pre_event\00244_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00244\pre_event\00244_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00244\pre_event\00244_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00244\pre_event\00244_pre_05.jpg,85|94|102|111|120,"Pay attention to the vehicle turning right because it may lead to a collision It is daytime. The traffic light is green. An oncoming vehicle turns left while the dashcam vehicle turns right, and both are heading toward the crosswalk on a converging path. Urban street with multiple vehicles, pedestrians, and traffic lights in daytime. A pedestrian crosses the street while vehicles wait at the traffic light. No collision occurs as vehicles yield to the pedestrian. The camera car turns right at an intersection, while a vehicle from the left moves right across its path, producing intersection collision risk. After the video car turned right at the intersection, an oncoming vehicle from the left collided with it. At an intersection, the dashcam vehicle is turning right while a vehicle from the left enters or crosses the dashcam path.",opposite-direction frontal center collision conflict,Normal,Cloudy,Urban,3,6,"Pay attention to the vehicle turning right because it may lead to a collision || It is daytime. The traffic light is green. An oncoming vehicle turns left while the dashcam vehicle turns right, and both are heading toward the crosswalk on a converging path. || Urban street with multiple vehicles, pedestrians, and traffic lights in daytime. A pedestrian crosses the street while vehicles wait at the traffic light. No collision occurs as vehicles yield to the pedestrian. || The camera car turns right at an intersection, while a vehicle from the left moves right across its path, producing intersection collision risk. || After the video car turned right at the intersection, an oncoming vehicle from the left collided with it. || At an intersection, the dashcam vehicle is turning right while a vehicle from the left enters or crosses the dashcam path.",normalized
00444.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00444\pre_event\00444_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00444\pre_event\00444_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00444\pre_event\00444_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00444\pre_event\00444_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00444\pre_event\00444_pre_05.jpg,35|56|78|99|120,"Pay attention to the stopped vehicle ahead because a sudden start may lead to a collision The vehicle ahead has braked to a stop. The dashcam vehicle starts moving from a standstill and is rapidly approaching the stopped vehicle ahead. Urban street with multiple vehicles, pedestrians, and tall buildings. A yellow taxi merges into the lane of the ego-vehicle without signaling. The ego-vehicle brakes hard to avoid a collision with the taxi. The ego vehicle moves forward as another road user enters a conflicting path, raising vehicle collision risk. The car ahead stops, and the dashcam car suddenly starts, causing a collision. On an urban road, the dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",same-direction center rear-end or forward collision conflict,Normal,Cloudy,Urban,8,6,"Pay attention to the stopped vehicle ahead because a sudden start may lead to a collision || The vehicle ahead has braked to a stop. The dashcam vehicle starts moving from a standstill and is rapidly approaching the stopped vehicle ahead. || Urban street with multiple vehicles, pedestrians, and tall buildings. A yellow taxi merges into the lane of the ego-vehicle without signaling. The ego-vehicle brakes hard to avoid a collision with the taxi. || The ego vehicle moves forward as another road user enters a conflicting path, raising vehicle collision risk. || The car ahead stops, and the dashcam car suddenly starts, causing a collision. || On an urban road, the dashcam vehicle brakes or slows late while a vehicle ahead brakes or stops suddenly.",normalized
00872.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00872\pre_event\00872_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00872\pre_event\00872_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00872\pre_event\00872_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00872\pre_event\00872_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00872\pre_event\00872_pre_05.jpg,91|98|106|113|120,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision It is daytime. The dashcam vehicle travels straight. A vehicle in the right lane moves very close to it, approaching with minimal clearance, but no contact occurs. Two vehicles on a two-lane highway under a pedestrian bridge in clear weather. The left vehicle merges into the ego-vehicle lane without signaling. The ego-vehicle brakes hard to avoid a collision. As the dashcam vehicle drives straight ahead, a right-lane vehicle changes left into its path, creating lane-change collision risk. Dashcam car going straight; right lane car changes left, causing accident. On a highway or fast road, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",same-direction right-front collision conflict,Normal,Cloudy,Highway,5,6,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision || It is daytime. The dashcam vehicle travels straight. A vehicle in the right lane moves very close to it, approaching with minimal clearance, but no contact occurs. || Two vehicles on a two-lane highway under a pedestrian bridge in clear weather. The left vehicle merges into the ego-vehicle lane without signaling. The ego-vehicle brakes hard to avoid a collision. || As the dashcam vehicle drives straight ahead, a right-lane vehicle changes left into its path, creating lane-change collision risk. || Dashcam car going straight; right lane car changes left, causing accident. || On a highway or fast road, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",normalized
00000.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00000\pre_event\00000_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00000\pre_event\00000_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00000\pre_event\00000_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00000\pre_event\00000_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00000\pre_event\00000_pre_05.jpg,74|86|97|108|120,"Pay attention to the vehicle on the left because it may collide after turning right A white car turns left at a green light without yielding, hitting the dashcam vehicle which is driving straight Nighttime urban intersection with a U-Haul van, traffic lights, and pedestrians. The U-Haul van approaches the intersection as the traffic light turns green. The ego-vehicle continues through the intersection without incident. As the dashcam vehicle turns right, a vehicle from the left moves right across its path, raising turning conflict risk. A turning car cuts off a vehicle going straight at the intersection At an intersection, the dashcam vehicle is going straight while a vehicle from the left enters or crosses the dashcam path.",same-direction left-front collision conflict,Normal,Clear,Urban,7,6,"Pay attention to the vehicle on the left because it may collide after turning right || A white car turns left at a green light without yielding, hitting the dashcam vehicle which is driving straight || Nighttime urban intersection with a U-Haul van, traffic lights, and pedestrians. The U-Haul van approaches the intersection as the traffic light turns green. The ego-vehicle continues through the intersection without incident. || As the dashcam vehicle turns right, a vehicle from the left moves right across its path, raising turning conflict risk. || A turning car cuts off a vehicle going straight at the intersection || At an intersection, the dashcam vehicle is going straight while a vehicle from the left enters or crosses the dashcam path.",normalized
00466.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00466\pre_event\00466_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00466\pre_event\00466_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00466\pre_event\00466_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00466\pre_event\00466_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00466\pre_event\00466_pre_05.jpg,78|88|99|110|120,"Pay attention to the vehicle because reversing may lead to a collision The dashcam vehicle travels straight. From a small opening on the right, a car is reversing out and is entering the dashcam vehicle's path. A city street with parked cars, a bus, and a school bus in daytime. The school bus merges into the lane ahead of the ego-vehicle. The ego-vehicle slows down to maintain a safe distance. The ego vehicle drives straight ahead; meanwhile, a front-right vehicle cuts into its path, leading to vehicle collision risk. The dashcam vehicle was proceeding straight when the perpendicular vehicle to its right front reversed leftward, causing it to collide. On an urban road, the dashcam vehicle is moving forward while a cutting-in or merging vehicle cuts in or changes lanes.",opposite-direction right-side collision conflict,Normal,Clear,Urban,1,6,"Pay attention to the vehicle because reversing may lead to a collision || The dashcam vehicle travels straight. From a small opening on the right, a car is reversing out and is entering the dashcam vehicle's path. || A city street with parked cars, a bus, and a school bus in daytime. The school bus merges into the lane ahead of the ego-vehicle. The ego-vehicle slows down to maintain a safe distance. || The ego vehicle drives straight ahead; meanwhile, a front-right vehicle cuts into its path, leading to vehicle collision risk. || The dashcam vehicle was proceeding straight when the perpendicular vehicle to its right front reversed leftward, causing it to collide. || On an urban road, the dashcam vehicle is moving forward while a cutting-in or merging vehicle cuts in or changes lanes.",normalized
00283.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00283\pre_event\00283_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00283\pre_event\00283_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00283\pre_event\00283_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00283\pre_event\00283_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00283\pre_event\00283_pre_05.jpg,86|94|103|112|120,"Pay attention to the vehicle making a U-turn because it may lead to a collision The dashcam vehicle travels straight. A car is stopped in the right lane. From in front of the stopped car, another car turns right and is entering the dashcam vehicle's path. Nighttime highway with two vehicles: a white pickup and a white van. The white pickup abruptly merges into the ego-vehicle's lane. The ego-vehicle brakes hard to avoid a collision with the pickup. The camera car makes a U-turn while a front-right vehicle cuts into its path, raising turning conflict risk. While proceeding straight, a vehicle in the right front lane suddenly made a U-turn to the left and collided with it. At night, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",same-direction right-front collision conflict,Dark,Clear,Highway,5,6,"Pay attention to the vehicle making a U-turn because it may lead to a collision || The dashcam vehicle travels straight. A car is stopped in the right lane. From in front of the stopped car, another car turns right and is entering the dashcam vehicle's path. || Nighttime highway with two vehicles: a white pickup and a white van. The white pickup abruptly merges into the ego-vehicle's lane. The ego-vehicle brakes hard to avoid a collision with the pickup. || The camera car makes a U-turn while a front-right vehicle cuts into its path, raising turning conflict risk. || While proceeding straight, a vehicle in the right front lane suddenly made a U-turn to the left and collided with it. || At night, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",normalized
00517.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00517\pre_event\00517_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00517\pre_event\00517_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00517\pre_event\00517_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00517\pre_event\00517_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00517\pre_event\00517_pre_05.jpg,69|82|94|107|120,"Pay attention to the intersection because a through vehicle may enter the path and cause a collision It is daytime. At the intersection, the dashcam vehicle runs a red light and proceeds straight. A vehicle from the crossing road is heading into its path. Intersection with traffic lights, overpass, and multiple vehicles in clear daytime conditions. The gray car in the middle lane turns left without signaling. The ego-vehicle slows down to avoid a potential collision. As the camera car drives straight ahead at an intersection, a vehicle on the left gets too close, creating intersection collision risk. A vehicle going straight through an intersection was hit by a vehicle from the left that did not slow down. At an intersection, the dashcam vehicle is moving forward while a vehicle from the left enters or crosses the dashcam path.",opposite-direction left-side collision conflict,Normal,Cloudy,Urban,2,6,"Pay attention to the intersection because a through vehicle may enter the path and cause a collision || It is daytime. At the intersection, the dashcam vehicle runs a red light and proceeds straight. A vehicle from the crossing road is heading into its path. || Intersection with traffic lights, overpass, and multiple vehicles in clear daytime conditions. The gray car in the middle lane turns left without signaling. The ego-vehicle slows down to avoid a potential collision. || As the camera car drives straight ahead at an intersection, a vehicle on the left gets too close, creating intersection collision risk. || A vehicle going straight through an intersection was hit by a vehicle from the left that did not slow down. || At an intersection, the dashcam vehicle is moving forward while a vehicle from the left enters or crosses the dashcam path.",normalized
00740.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00740\pre_event\00740_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00740\pre_event\00740_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00740\pre_event\00740_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00740\pre_event\00740_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00740\pre_event\00740_pre_05.jpg,39|59|80|100|120,"Pay attention to the vehicle turning right because it may lead to a collision It is daytime. The dashcam vehicle travels straight. A vehicle pulls out from an intersection on the right and enters its lane, moving into very close proximity with minimal clearance. Two vehicles on a two-lane road with clear weather and daylight. The white SUV turns left into the ego-vehicle's lane without signaling. The ego-vehicle brakes hard to avoid a collision. As the dashcam vehicle turns right at an intersection, a vehicle on the right gets too close, creating intersection collision risk. A car proceeding straight through an intersection collides with a vehicle turning right from the side road. At an intersection, the dashcam vehicle brakes or slows late while a vehicle from the right brakes or stops suddenly.",opposite-direction right-side collision conflict,Normal,Clear,Sub-urban,1,6,"Pay attention to the vehicle turning right because it may lead to a collision || It is daytime. The dashcam vehicle travels straight. A vehicle pulls out from an intersection on the right and enters its lane, moving into very close proximity with minimal clearance. || Two vehicles on a two-lane road with clear weather and daylight. The white SUV turns left into the ego-vehicle's lane without signaling. The ego-vehicle brakes hard to avoid a collision. || As the dashcam vehicle turns right at an intersection, a vehicle on the right gets too close, creating intersection collision risk. || A car proceeding straight through an intersection collides with a vehicle turning right from the side road. || At an intersection, the dashcam vehicle brakes or slows late while a vehicle from the right brakes or stops suddenly.",normalized
00640.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00640\pre_event\00640_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00640\pre_event\00640_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00640\pre_event\00640_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00640\pre_event\00640_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00640\pre_event\00640_pre_05.jpg,35|56|78|99|120,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision It is daytime. The dashcam vehicle travels straight. The right lane is filled with stopped traffic waiting. A vehicle from the right lane suddenly turns left into its path. The dashcam vehicle brakes in time and stops, leaving a very small gap between them. A silver minivan and other vehicles on a highway under an overpass in daylight. The silver minivan merges into the ego-vehicle's lane without signaling. The ego-vehicle brakes to avoid a collision with the merging minivan. The camera car changes into the left lane when a front-right vehicle cuts into its path, creating lane-change collision risk. During execution, the vehicle on the right front suddenly changes lanes to the left, colliding with the video car. On a highway or fast road, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",same-direction right-front collision conflict,Normal,Clear,Highway,5,6,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision || It is daytime. The dashcam vehicle travels straight. The right lane is filled with stopped traffic waiting. A vehicle from the right lane suddenly turns left into its path. The dashcam vehicle brakes in time and stops, leaving a very small gap between them. || A silver minivan and other vehicles on a highway under an overpass in daylight. The silver minivan merges into the ego-vehicle's lane without signaling. The ego-vehicle brakes to avoid a collision with the merging minivan. || The camera car changes into the left lane when a front-right vehicle cuts into its path, creating lane-change collision risk. || During execution, the vehicle on the right front suddenly changes lanes to the left, colliding with the video car. || On a highway or fast road, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",normalized
00911.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00911\pre_event\00911_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00911\pre_event\00911_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00911\pre_event\00911_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00911\pre_event\00911_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00911\pre_event\00911_pre_05.jpg,92|99|106|113|120,"Pay attention to the vehicle turning left because it may lead to a collision It is night. In a parking lot, the dashcam vehicle drives straight out of a parking space. A car on the right is turning left and moves into its path. The dashcam vehicle brakes in time but comes very close to it, leaving only a very small gap. A parking lot at night with multiple parked cars and a red SUV moving. The red SUV accelerates and turns towards the parked cars. The red SUV collides with a parked white van. The camera car drives straight ahead while a vehicle from the right moves left across its path, leading to turning conflict risk. Dashcam vehicle goes straight, vehicle in right lane makes left turn resulting in collision. At night, the dashcam vehicle brakes or slows late while a vehicle from the right enters or crosses the dashcam path.",same-direction right-rear collision conflict,Normal,Clear,Other,4,6,"Pay attention to the vehicle turning left because it may lead to a collision || It is night. In a parking lot, the dashcam vehicle drives straight out of a parking space. A car on the right is turning left and moves into its path. The dashcam vehicle brakes in time but comes very close to it, leaving only a very small gap. || A parking lot at night with multiple parked cars and a red SUV moving. The red SUV accelerates and turns towards the parked cars. The red SUV collides with a parked white van. || The camera car drives straight ahead while a vehicle from the right moves left across its path, leading to turning conflict risk. || Dashcam vehicle goes straight, vehicle in right lane makes left turn resulting in collision. || At night, the dashcam vehicle brakes or slows late while a vehicle from the right enters or crosses the dashcam path.",normalized
00522.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00522\pre_event\00522_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00522\pre_event\00522_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00522\pre_event\00522_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00522\pre_event\00522_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00522\pre_event\00522_pre_05.jpg,19|44|70|95|120,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision It is night. The traffic light is red. The dashcam vehicle travels straight. A vehicle from the right merges into its lane and is moving into close proximity. Nighttime urban intersection with traffic lights, pedestrians, and vehicles. A car cuts into the ego-vehicle's lane without signaling. The ego-vehicle brakes hard to avoid a collision. As the dashcam vehicle changes into the left lane, a right-lane vehicle changes left into its path, producing lane-change collision risk. While the video vehicle was driving straight, the car in the right lane suddenly changed lanes to the left, causing a collision. At an intersection, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",same-direction right-rear collision conflict,Normal,Clear,Urban,4,6,"Pay attention to the vehicle changing lanes to the left because it may lead to a collision || It is night. The traffic light is red. The dashcam vehicle travels straight. A vehicle from the right merges into its lane and is moving into close proximity. || Nighttime urban intersection with traffic lights, pedestrians, and vehicles. A car cuts into the ego-vehicle's lane without signaling. The ego-vehicle brakes hard to avoid a collision. || As the dashcam vehicle changes into the left lane, a right-lane vehicle changes left into its path, producing lane-change collision risk. || While the video vehicle was driving straight, the car in the right lane suddenly changed lanes to the left, causing a collision. || At an intersection, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",normalized
00747.avi,C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00747\pre_event\00747_pre_01.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00747\pre_event\00747_pre_02.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00747\pre_event\00747_pre_03.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00747\pre_event\00747_pre_04.jpg|C:\Users\Administrator\Desktop\traffic_accident_project\frames\meta0713\00747\pre_event\00747_pre_05.jpg,64|78|92|106|120,"Pay attention to the vehicle changing lanes to the right because it may lead to a collision It is daytime. The dashcam vehicle travels straight. A vehicle in the left lane is preparing to merge into its lane and is moving into close proximity with minimal clearance. Multiple vehicles on a multi-lane highway with clear weather and daylight. A silver sedan merges into the ego-vehicle's lane without signaling. The ego-vehicle brakes to avoid a collision with the merging sedan. The ego vehicle changes into the right lane while a left-lane vehicle changes right into its path, creating lane-change collision risk. While the video vehicle was proceeding straight, the vehicle on the left changed lanes to the right and collided with it. On a highway or fast road, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",same-direction left-front collision conflict,Normal,Clear,Highway,7,6,"Pay attention to the vehicle changing lanes to the right because it may lead to a collision || It is daytime. The dashcam vehicle travels straight. A vehicle in the left lane is preparing to merge into its lane and is moving into close proximity with minimal clearance. || Multiple vehicles on a multi-lane highway with clear weather and daylight. A silver sedan merges into the ego-vehicle's lane without signaling. The ego-vehicle brakes to avoid a collision with the merging sedan. || The ego vehicle changes into the right lane while a left-lane vehicle changes right into its path, creating lane-change collision risk. || While the video vehicle was proceeding straight, the vehicle on the left changed lanes to the right and collided with it. || On a highway or fast road, the dashcam vehicle brakes or slows late while a cutting-in or merging vehicle cuts in or changes lanes.",normalized
